序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,数据
01170,="10:28:20.855",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01171,="10:28:20.916",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BA 
01172,="10:28:20.916",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01173,="10:28:20.977",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BA 
01174,="10:28:20.977",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01175,="10:28:21.036",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BA 
01176,="10:28:21.036",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01177,="10:28:21.066",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 78 
01178,="10:28:21.066",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01179,="10:28:21.126",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01180,="10:28:21.126",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01181,="10:28:21.188",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01182,="10:28:21.188",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01183,="10:28:21.219",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01184,="10:28:21.219",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01185,="10:28:21.279",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01186,="10:28:21.279",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01187,="10:28:21.338",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01188,="10:28:21.338",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01189,="10:28:21.367",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01190,="10:28:21.367",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01191,="10:28:21.428",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01192,="10:28:21.428",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01193,="10:28:21.489",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01194,="10:28:21.489",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01195,="10:28:21.520",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01196,="10:28:21.520",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01197,="10:28:21.579",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01198,="10:28:21.579",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01199,="10:28:21.639",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01200,="10:28:21.639",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01201,="10:28:21.701",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01202,="10:28:21.701",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01203,="10:28:21.760",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01204,="10:28:21.760",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01205,="10:28:21.793",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01206,="10:28:21.793",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01207,="10:28:21.853",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01208,="10:28:21.853",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01209,="10:28:21.915",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BB 
01210,="10:28:21.915",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01211,="10:28:21.945",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BB 
01212,="10:28:21.945",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01213,="10:28:22.004",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BB 
01214,="10:28:22.004",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01215,="10:28:22.064",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BB 
01216,="10:28:22.064",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01217,="10:28:22.096",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01218,="10:28:22.096",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01219,="10:28:22.154",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01220,="10:28:22.154",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01221,="10:28:22.217",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01222,="10:28:22.217",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01223,="10:28:22.244",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01224,="10:28:22.244",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01225,="10:28:22.307",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01226,="10:28:22.307",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01227,="10:28:22.367",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01228,="10:28:22.367",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01229,="10:28:22.397",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01230,="10:28:22.397",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01231,="10:28:22.457",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01232,="10:28:22.457",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01233,="10:28:22.516",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01234,="10:28:22.516",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01235,="10:28:22.546",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01236,="10:28:22.546",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01237,="10:28:22.606",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01238,="10:28:22.606",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01239,="10:28:22.669",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01240,="10:28:22.669",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01241,="10:28:22.728",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01242,="10:28:22.728",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01243,="10:28:22.787",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01244,="10:28:22.787",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01245,="10:28:22.818",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01246,="10:28:22.818",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01247,="10:28:22.880",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01248,="10:28:22.880",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01249,="10:28:22.937",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BD 
01250,="10:28:22.937",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01251,="10:28:22.968",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BD 
01252,="10:28:22.968",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01253,="10:28:23.028",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BD 
01254,="10:28:23.028",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01255,="10:28:23.090",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BD 
01256,="10:28:23.090",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01257,="10:28:23.120",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01258,="10:28:23.120",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01259,="10:28:23.181",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01260,="10:28:23.181",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01261,="10:28:23.240",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01262,="10:28:23.240",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01263,="10:28:23.272",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01264,="10:28:23.272",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01265,="10:28:23.331",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01266,="10:28:23.331",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01267,="10:28:23.393",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01268,="10:28:23.393",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01269,="10:28:23.423",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01270,="10:28:23.455",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01271,="10:28:23.485",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01272,="10:28:23.485",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01273,="10:28:23.544",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01274,="10:28:23.544",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01275,="10:28:23.605",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01276,="10:28:23.605",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01277,="10:28:23.633",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01278,="10:28:23.633",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01279,="10:28:23.697",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01280,="10:28:23.697",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01281,="10:28:23.758",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01282,="10:28:23.758",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01283,="10:28:23.817",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01284,="10:28:23.817",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01285,="10:28:23.847",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01286,="10:28:23.847",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01287,="10:28:23.908",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01288,="10:28:23.908",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01289,="10:28:23.968",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 B8 
01290,="10:28:23.968",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01291,="10:28:23.998",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 B8 
01292,="10:28:23.998",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01293,="10:28:24.057",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 B8 
01294,="10:28:24.057",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 06 46 01 
01295,="10:28:24.121",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 B8 
01296,="10:28:24.121",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01297,="10:28:24.148",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01298,="10:28:24.148",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01299,="10:28:24.211",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01300,="10:28:24.211",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01301,="10:28:24.271",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 78 
01302,="10:28:24.271",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01303,="10:28:24.331",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 78 
01304,="10:28:24.331",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01305,="10:28:24.362",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01306,="10:28:24.362",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01307,="10:28:24.423",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01308,="10:28:24.423",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01309,="10:28:24.485",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01310,="10:28:24.485",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01311,="10:28:24.515",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01312,="10:28:24.515",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01313,="10:28:24.515",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01314,="10:28:24.515",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01315,="10:28:24.576",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01316,="10:28:24.576",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01317,="10:28:24.635",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01318,="10:28:24.635",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01319,="10:28:24.665",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01320,="10:28:24.665",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01321,="10:28:24.726",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01322,="10:28:24.726",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01323,="10:28:24.788",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01324,="10:28:24.788",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01325,="10:28:24.846",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01326,="10:28:24.846",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01327,="10:28:24.879",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01328,="10:28:24.879",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01329,="10:28:24.941",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01330,="10:28:24.941",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01331,="10:28:25.000",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01332,="10:28:25.000",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01333,="10:28:25.031",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BA 
01334,="10:28:25.031",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01335,="10:28:25.091",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BA 
01336,="10:28:25.091",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01337,="10:28:25.152",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BA 
01338,="10:28:25.152",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 08 46 01 
01339,="10:28:25.212",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BA 
01340,="10:28:25.212",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01341,="10:28:25.240",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 78 
01342,="10:28:25.240",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 0C 00 00 
01343,="10:28:25.304",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 78 
01344,="10:28:25.304",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01345,="10:28:25.363",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01346,="10:28:25.363",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01347,="10:28:25.393",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01348,="10:28:25.393",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01349,="10:28:25.452",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01350,="10:28:25.452",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01351,="10:28:25.513",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01352,="10:28:25.513",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01353,="10:28:25.542",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01354,="10:28:25.542",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01355,="10:28:25.603",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01356,="10:28:25.603",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01357,="10:28:25.663",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01358,="10:28:25.663",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01359,="10:28:25.694",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01360,="10:28:25.694",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01361,="10:28:25.755",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01362,="10:28:25.755",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01363,="10:28:25.816",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01364,="10:28:25.816",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01365,="10:28:25.878",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01366,="10:28:25.878",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01367,="10:28:25.939",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01368,="10:28:25.939",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01369,="10:28:25.969",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01370,="10:28:25.969",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01371,="10:28:26.030",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01372,="10:28:26.030",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01373,="10:28:26.091",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BB 
01374,="10:28:26.091",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01375,="10:28:26.121",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BB 
01376,="10:28:26.121",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01377,="10:28:26.179",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BB 
01378,="10:28:26.179",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 09 46 01 
01379,="10:28:26.240",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BB 
01380,="10:28:26.240",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
01381,="10:28:26.271",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 6C 
01382,="10:28:26.271",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01383,="10:28:26.330",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| FF 5D 
01384,="10:28:26.330",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01385,="10:28:26.393",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| FF 5D 
01386,="10:28:26.393",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0A 04 F4 FF FF 
01387,="10:28:26.422",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| FF 5D 
01388,="10:28:26.422",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01389,="10:28:26.484",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 D3 
01390,="10:28:26.484",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01391,="10:28:26.543",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 D3 
01392,="10:28:26.543",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01393,="10:28:26.575",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 D3 
01394,="10:28:26.575",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 0D 04 64 00 00 
01395,="10:28:26.636",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 D3 
01396,="10:28:26.636",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01397,="10:28:26.697",无,ch1,发送,0x0540,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01398,="10:28:26.697",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01399,="10:28:26.728",无,ch1,发送,0x0542,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01400,="10:28:26.728",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01401,="10:28:26.787",无,ch1,发送,0x0544,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01402,="10:28:26.787",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 08 08 19 19 19 
01403,="10:28:26.850",无,ch1,发送,0x0546,数据帧,标准帧,0x06,x| 19 19 19 19 19 36 
01404,="10:28:26.850",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01405,="10:28:26.909",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 8D 
01406,="10:28:26.909",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01407,="10:28:26.969",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 8D 
01408,="10:28:26.969",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01409,="10:28:27.001",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 8D 
01410,="10:28:27.001",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 17 04 14 00 00 
01411,="10:28:27.060",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 8D 
01412,="10:28:27.060",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01413,="10:28:27.121",无,ch1,发送,0x0540,数据帧,标准帧,0x02,x| 00 BD 
01414,="10:28:27.121",无,ch1,发送,0x0542,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01415,="10:28:27.151",无,ch1,发送,0x0542,数据帧,标准帧,0x02,x| 00 BD 
01416,="10:28:27.151",无,ch1,发送,0x0544,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01417,="10:28:27.212",无,ch1,发送,0x0544,数据帧,标准帧,0x02,x| 00 BD 
01418,="10:28:27.212",无,ch1,发送,0x0546,数据帧,标准帧,0x08,x| 47 16 01 09 04 0B 46 01 
01419,="10:28:27.272",无,ch1,发送,0x0546,数据帧,标准帧,0x02,x| 00 BD 
01420,="10:28:27.272",无,ch1,发送,0x0540,数据帧,标准帧,0x08,x| 47 16 01 0A 04 00 00 00 
